ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
351,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","De acordo com o Decreto n.º 3.591/2000, o Sistema de Controle Interno do Poder Executivo Federal visa à avaliação da ação governamental e da gestão dos administradores públicos federais, de acordo com as finalidades, atividades, organização, estrutura e competências estabelecidas nesse decreto. A partir dessas informações, julgue o item que se seguem. Considere a seguinte situação hipotética. Ao final de um quadrimestre, a receita corrente líquida de um determinado ente da Federação foi de R$ 680.000,00 e sua despesa total com pessoal nesse mesmo período foi de R$ 649.400,00. Nessa situação, houve excesso do limite previsto para despesa total com pessoal. Logo, compete à Secretaria Federal de Controle verificar e avaliar a adoção de medidas para o retorno da despesa total com pessoal ao limite estabelecido em lei complementar.",Errado,"www.tecconcursos.com.br/questoes/2540064"
352,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","De acordo com o Decreto n.º 3.591/2000, o Sistema de Controle Interno do Poder Executivo Federal visa à avaliação da ação governamental e da gestão dos administradores públicos federais, de acordo com as finalidades, atividades, organização, estrutura e competências estabelecidas nesse decreto. A partir dessas informações, julgue o item que se seguem. Compete à DATAPREV dar ampla divulgação de seu relatório de gestão em até trinta dias após o envio ao Tribunal de Contas da União. Essa divulgação poderá ser efetuada via Internet.",Certo,"www.tecconcursos.com.br/questoes/2540065"
353,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","Tomando por base as normas de auditoria aplicáveis à administração pública, julgue o próximo item. A auditoria interna nas entidades da administração pública federal indireta deve estar vinculada ao seu conselho de administração ou, na sua inexistência, à diretoria financeira, por delegação do presidente da entidade.",Errado,"www.tecconcursos.com.br/questoes/1678007"
354,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","Tomando por base as normas de auditoria aplicáveis à administração pública, julgue o próximo item. As unidades de auditoria interna das empresas públicas vinculadas aos ministérios estão sujeitas à orientação normativa e à supervisão técnica da Controladoria-Geral da União e dos órgãos setoriais do sistema de controle interno do Poder Executivo federal, em suas respectivas áreas de jurisdição.",Certo,"www.tecconcursos.com.br/questoes/1678008"
355,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","Integra(m) o Sistema de Controle Interno do Poder Executivo Federal como órgãos setoriais: as Secretarias de Controle Interno do Ministério da Integração Nacional, do Ministério das Relações Exteriores, da Casa Civil e da Procuradoria-Geral da República.",Errado,"www.tecconcursos.com.br/questoes/49484"
356,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","Integra(m) o Sistema de Controle Interno do Poder Executivo Federal como unidades setoriais: as Unidades de Controle Interno dos comandos militares como órgãos setoriais da Secretaria de Controle Interno do Ministério da Defesa.",Certo,"www.tecconcursos.com.br/questoes/49485"
357,"Auditoria Governamental e Controle","Decreto nº 3.591",2000,"","","Integra(m) o Sistema de Controle Interno do Poder Executivo Federal como órgão de assessoramento jurídico: a Corregedoria-Geral da União.",Errado,"www.tecconcursos.com.br/questoes/49487"
358,"Auditoria Governamental e Controle","Decreto nº 5.480",2005,"","","Em relação à prescrição administrativa e ao processo de investigação e julgamento de contas, julgue o item subsequente. Os instrumentos de investigação preliminar empregados no sistema de correição do Poder Executivo federal incluem a inspeção, a sindicância investigativa e a sindicância patrimonial.",Errado,"www.tecconcursos.com.br/questoes/106427"
359,"Auditoria Governamental e Controle","Decreto nº 5.480",2005,"","","Com referência ao Sistema de Correição do Poder Executivo Federal, julgue o próximo item. São instrumentos da atividade de correição do Poder Executivo Federal a investigação preliminar, a inspeção, a sindicância, o processo administrativo geral e o processo administrativo disciplinar.",Certo,"www.tecconcursos.com.br/questoes/2609373"
360,"Auditoria Governamental e Controle","Decreto nº 5.480",2005,"","","Com referência ao Sistema de Correição do Poder Executivo Federal, julgue o próximo item. O Sistema de Correição do Poder Executivo Federal, que compreende as atividades relacionadas à prevenção e apuração de irregularidades, no âmbito do Poder Executivo da União, por meio da instauração e condução de procedimentos correcionais, tem como órgão central a Controladoria-Geral da União (CGU).",Certo,"www.tecconcursos.com.br/questoes/2609375"
361,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o item subsequente, relativos a conceitos e formas do controle governamental. O controle externo consiste no conjunto de atividades, planos, métodos e procedimentos interligados utilizados para assegurar que os objetivos dos órgãos e das entidades da administração pública sejam alcançados.",Certo,"www.tecconcursos.com.br/questoes/3078529"
362,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o item seguinte, referentes à metodologia de trabalho do SCI. O SCI deve avaliar os mecanismos de controle social previstos nos respectivos programas de governo, particularmente naqueles casos em que a execução das ações se realize de forma descentralizada nas diferentes unidades da Federação e nos municípios, devendo destacar se esses mecanismos estão devidamente constituídos, estão operando adequadamente, têm efetiva representatividade dos agentes sociais e se realizam suas atividades de forma efetiva e independente.",Certo,"www.tecconcursos.com.br/questoes/2214958"
363,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito de auditoria governamental, julgue o item a seguir. Os controles internos administrativos implementados em uma organização devem prevalecer como instrumentos auxiliares de gestão.",Certo,"www.tecconcursos.com.br/questoes/1509441"
364,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca de auditoria governamental, julgue o item que se segue. O gasto de R$ 25.000 para o envio de uma equipe de fiscalização a um município distante, a fim de se verificar a aplicação de R$ 9.000 de recursos públicos, contraria o princípio da relação custo/benefício do controle interno.",Certo,"www.tecconcursos.com.br/questoes/1509602"
365,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das técnicas, dos procedimentos e dos objetivos da auditoria interna no contexto da administração pública, julgue o item a seguir. A fiscalização é uma técnica de controle mais simples do que a auditoria e busca comprovar, entre outros aspectos, se os programas de governo correspondem às especificações estabelecidas.",Certo,"www.tecconcursos.com.br/questoes/1536691"
366,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das técnicas, dos procedimentos e dos objetivos da auditoria interna no contexto da administração pública, julgue o item a seguir. Os testes de observância visam à obtenção de evidência quanto à suficiência, à exatidão e à validação dos dados produzidos pelos sistemas contábeis e administrativos da entidade.",Errado,"www.tecconcursos.com.br/questoes/1536692"
367,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das técnicas, dos procedimentos e dos objetivos da auditoria interna no contexto da administração pública, julgue o item a seguir. Faz parte da técnica da auditoria o cotejamento de informações obtidas de fontes independentes.",Certo,"www.tecconcursos.com.br/questoes/1536693"
368,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação à execução de auditoria governamental, julgue o item seguinte. Os testes de observância dividem-se em testes de transações e saldos e procedimentos de revisão analítica.",Errado,"www.tecconcursos.com.br/questoes/1536703"
369,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","No trabalho do auditor, os papéis de trabalho devem seguir técnicas e procedimentos. No que se refere a esse assunto, julgue os itens a seguir. I Os papéis de trabalho devem seguir os princípios da ciência normativa. II Apenas os pontos de atenção devem ser abordados no relatório da auditoria. III Havendo identificação de atos irregulares de gestão atribuídos a ex-dirigentes, o controle interno deverá encaminhar ofício a esses ex-dirigentes, dando-lhes conhecimento do trabalho de auditoria. IV Os papéis de trabalho devem ser arquivados em dois tipos de arquivo: permanente e corrente. Estão certos apenas os itens",C,"www.tecconcursos.com.br/questoes/1812293"
370,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca do controle interno no setor público federal, da auditoria interna e seus papéis de trabalho, julgue o item a seguir. O controle interno pode ser exercido por meio das técnicas da auditoria e da fiscalização.",Certo,"www.tecconcursos.com.br/questoes/595688"
371,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Em relação aos papéis de trabalho, tipos de auditoria no setor público e eventos subsequentes, julgue o item que se segue. A auditoria de avaliação da gestão atua em tempo real sobre os atos efetivos e os efeitos potenciais positivos e negativos de uma unidade ou entidade federal, com vistas a certificar as contas prestadas pelo gestor.",Errado,"www.tecconcursos.com.br/questoes/324714"
372,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca dos procedimentos e testes de auditoria no setor público, julgue o seguinte item. Ao realizar auditoria no SIAFI, o auditor pode aplicar testes substantivos para verificar se os valores licitados foram corretamente registrados pela contabilidade da auditada.",Certo,"www.tecconcursos.com.br/questoes/324719"
373,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca dos procedimentos e testes de auditoria no setor público, julgue o seguinte item. As normas de auditoria do Poder Executivo federal preveem procedimento de auditoria, por meio de inspeção, para avaliar a qualidade e a quantidade dos bens tangíveis e intangíveis dos órgãos públicos.",Errado,"www.tecconcursos.com.br/questoes/324721"
374,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação ao processo de controle interno e de avaliação e gestão de riscos, julgue o item a seguir. Não cabe ao controle interno assegurar a exatidão das informações contábeis e financeiras.",Errado,"www.tecconcursos.com.br/questoes/339592"
375,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação ao processo de controle interno e de avaliação e gestão de riscos, julgue o item a seguir. O controle interno desconsidera a relação entre custo e benefício dos critérios econômicos.",Errado,"www.tecconcursos.com.br/questoes/339595"
376,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Em relação ao controle interno administrativo no âmbito do Poder Executivo federal, julgue o item a seguir. Os princípios de controle interno administrativo incluem a previsão para que os funcionários gozem férias regularmente e a redução de rodízio entre as funções, a fim de melhorar a eficiência dos profissionais em relação aos serviços prestados.",Errado,"www.tecconcursos.com.br/questoes/259097"
377,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Em relação ao controle interno administrativo no âmbito do Poder Executivo federal, julgue o item a seguir. Ao avaliar a efetividade dos controles internos administrativos, o servidor deve considerar se as políticas e registros que compõem os controles são adequados para proporcionar que o atingimento das metas ocorra de forma econômica e eficaz.",Errado,"www.tecconcursos.com.br/questoes/259098"
378,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Em relação ao controle interno administrativo no âmbito do Poder Executivo federal, julgue o item a seguir. Infringe princípio de controle interno administrativo o servidor que desempenha função de controle na auditoria interna do MPU e possui senha de executor no SIAFI.",Certo,"www.tecconcursos.com.br/questoes/259099"
379,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Em relação ao controle interno administrativo no âmbito do Poder Executivo federal, julgue o item a seguir. Na metodologia de trabalho adotada pelo sistema de controle interno, estão previstos uma avaliação sobre a atuação das unidades responsáveis pelo processo gerencial de implementação de políticas públicas de nível federal e o planejamento das ações de controle da execução dos programas de governo.",Certo,"www.tecconcursos.com.br/questoes/259100"
380,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca de atividades de controle e avaliação de riscos, julgue o item. Verificação, análise técnica, segregação e rodízio de funções são princípios primários que regem o sistema de controle interno.",Errado,"www.tecconcursos.com.br/questoes/259167"
381,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o item subsecutivo, referente a instrumentos de fiscalização, planejamento e execução de auditorias no setor público. Os procedimentos de revisão analítica são realizados durante a aplicação dos testes substantivos.",Certo,"www.tecconcursos.com.br/questoes/259765"
382,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o item subsecutivo, referente a instrumentos de fiscalização, planejamento e execução de auditorias no setor público. No planejamento da auditoria, devem estar previstos instrumentos de controle interno, como a aplicação de testes de observância e de testes de transações e saldos. Além disso, deve-se realizar a verificação dos dados produzidos pelo sistema contábil da entidade para a avaliação dos riscos envolvidos na atividade de controle.",Errado,"www.tecconcursos.com.br/questoes/259767"
383,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito dos tipos e modalidades de auditoria no setor público, julgue o item a seguir. Um dos objetivos da auditoria contábil é emitir opinião acerca da adequação e da fidedignidade das demonstrações financeiras quanto à aplicação, por parte das entidades públicas executoras, de recursos externos oriundos de projetos celebrados com organismos internacionais.",Certo,"www.tecconcursos.com.br/questoes/252093"
384,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito dos tipos e modalidades de auditoria no setor público, julgue o item a seguir. Por meio da auditoria operacional preveem-se os obstáculos ao desempenho da missão institucional da entidade, uma vez que se atua em tempo real sobre os atos efetivos da entidade.",Errado,"www.tecconcursos.com.br/questoes/252094"
385,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","No que diz respeito à auditoria interna, auditoria no setor público e relatórios de auditoria, julgue o seguinte item. Entre os objetos da auditoria governamental no DF que objetiva examinar a regularidade e avaliar a eficiência da gestão administrativa e dos resultados alcançados, incluem-se a arrecadação e a restituição dos tributos de competência própria dos estados e municípios.",Certo,"www.tecconcursos.com.br/questoes/370114"
386,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Considerando a legislação e as normas gerais do Sistema de Planejamento e Orçamento Federal e do Sistema de Controle Interno do Poder Executivo Federal, julgue o item a seguir. As pessoas físicas que, no âmbito federal, utilizem recursos públicos, arrecadem receitas, guardem bens, gerenciem valores públicos, administrem dinheiros, ou que, em nome da União, assumam obrigação de natureza pecuniária estão sujeitas à fiscalização do Sistema de Controle Interno do Poder Executivo Federal.",Certo,"www.tecconcursos.com.br/questoes/95690"
387,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Considerando a legislação e as normas gerais do Sistema de Planejamento e Orçamento Federal e do Sistema de Controle Interno do Poder Executivo Federal, julgue o item a seguir. A realização de testes de observância tem por objetivo garantir que os procedimentos de controle interno estabelecidos pela administração pública e o sistema contábil das entidades públicas estejam em efetivo funcionamento.",Errado,"www.tecconcursos.com.br/questoes/95692"
388,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Considerando a legislação e as normas gerais do Sistema de Planejamento e Orçamento Federal e do Sistema de Controle Interno do Poder Executivo Federal, julgue o item a seguir. As atividades do Sistema de Controle Interno do Poder Executivo Federal incluem a elaboração da prestação de contas anual do presidente da República e a emissão de parecer sobre o cumprimento da Lei de Responsabilidade Fiscal pelo Poder Executivo.",Certo,"www.tecconcursos.com.br/questoes/95693"
389,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Considerando a legislação e as normas gerais do Sistema de Planejamento e Orçamento Federal e do Sistema de Controle Interno do Poder Executivo Federal, julgue o item a seguir. A Secretaria de Controle Interno do Ministério da Defesa e as Unidades de Controle Interno dos comandos militares constituem unidades setoriais do Sistema de Controle Interno do Poder Executivo Federal, mesmo após a criação da CGU e a extinção das demais secretarias de controle interno dos outros ministérios.",Errado,"www.tecconcursos.com.br/questoes/95694"
390,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base nas normas e nos procedimentos previstos no Manual do Sistema de Controle Interno do Poder Executivo Federal, julgue o item que se segue. Uma amostra, para ser considerada representativa de determinada população, deve conter as características dos elementos dessa população.",Certo,"www.tecconcursos.com.br/questoes/95695"
391,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base nas normas e nos procedimentos previstos no Manual do Sistema de Controle Interno do Poder Executivo Federal, julgue o item que se segue. De acordo com o princípio da publicidade, todas as informações levantadas no curso das auditorias executadas pela Controladoria Geral da União nos programas de governo devem ser disponibilizadas publicamente.",Errado,"www.tecconcursos.com.br/questoes/95696"
392,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base no que dispõem as normas fundamentais de auditoria do Sistema de Controle Interno do Poder Executivo Federal acerca da execução dos trabalhos de auditoria e fiscalização, julgue o item subsequente. Na auditoria de recursos externos, não podendo o órgão ou unidade de controle interno opinar, conclusivamente, sobre o estado das contas, deverá ser emitido relatório circunstanciado, em que se abordem as razões impeditivas e se manifeste a negativa de opinião.",Certo,"www.tecconcursos.com.br/questoes/95700"
393,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base no que dispõem as normas fundamentais de auditoria do Sistema de Controle Interno do Poder Executivo Federal acerca da execução dos trabalhos de auditoria e fiscalização, julgue o item subsequente. A conduta do servidor do controle interno no que se refere à soberania diz respeito à qualidade máxima de poder no qual esse servidor está investido, o que o coloca em posição de superioridade em relação ao fiscalizado.",Errado,"www.tecconcursos.com.br/questoes/95702"
394,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base no que dispõem as normas fundamentais de auditoria do Sistema de Controle Interno do Poder Executivo Federal acerca da execução dos trabalhos de auditoria e fiscalização, julgue o item subsequente. A ocorrência de fato que limite a ação do servidor no exercício de sua função de auditor e fiscal deve ser comunicada, sempre por escrito, ao dirigente do órgão ou entidade examinada.",Certo,"www.tecconcursos.com.br/questoes/95703"
395,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base no que dispõem as normas fundamentais de auditoria do Sistema de Controle Interno do Poder Executivo Federal acerca da execução dos trabalhos de auditoria e fiscalização, julgue o item subsequente. Os servidores encarregados de realizar auditorias internas não podem, durante os trabalhos de campo, divulgar as ocorrências identificadas aos responsáveis pelas áreas auditadas, a fim de que se garanta isenção na análise final da auditoria.",Errado,"www.tecconcursos.com.br/questoes/95705"
396,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação à auditoria no setor público federal, julgue o item que se segue. O relatório de auditoria de recursos externos deve ser elaborado pelo organismo internacional contratante e encaminhado à Controladoria-Geral da União e às unidades setoriais e regionais do Sistema de Controle Interno.",Errado,"www.tecconcursos.com.br/questoes/127389"
397,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação à comunicação dos resultados e ao monitoramento da auditoria, julgue o item que se segue. O sistema de controle interno do Poder Executivo federal, ao realizar o controle de qualidade das atividades que desempenha, executa monitoramento que consiste na revisão dos trabalhos por ele realizados, com base nas normas e objetivos previamente estabelecidos. Nessa atividade, esse sistema avalia continuamente o planejamento, a execução e a comunicação dos resultados de seu trabalho, contribuindo para com as funções do controle externo.",Certo,"www.tecconcursos.com.br/questoes/134100"
398,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação à comunicação dos resultados e ao monitoramento da auditoria, julgue o item que se segue. O órgão ou unidade de controle interno do Poder Executivo federal,ao emitir um relatório sobre os resultados dos trabalhos realizados, faz uma comunicação que se destina não somente aos responsáveis e órgãos internos do ente auditado, mas também ao TCU e a outras autoridades interessadas e competentes.",Certo,"www.tecconcursos.com.br/questoes/134101"
399,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","No que se refere a controle interno, parecer de auditoria e normas gerais de auditoria governamental, julgue o item seguinte. A auditoria de acompanhamento de gestão é realizada ao longo do exercício financeiro em curso, com o objetivo de atuar em tempo real sobre os atos efetivos e os efeitos potenciais positivos e negativos, com vistas a certificar a regularidade das contas.",Errado,"www.tecconcursos.com.br/questoes/310535"
400,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","No que se refere a controle interno, parecer de auditoria e normas gerais de auditoria governamental, julgue o item seguinte. Por meio da técnica de auditoria de correlação das informações obtidas, o auditor realiza a confrontação de informações obtidas de fontes independentes e distintas junto a fontes externas ao auditado, com a finalidade de obter informações em fontes diversas.",Errado,"www.tecconcursos.com.br/questoes/310536"
401,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base na Instrução Normativa n.º 1/2001, que define diretrizes, princípios e conceitos e aprova normas técnicas para a atuação do Sistema de Controle Interno do Poder Executivo Federal, julgue o item a seguir. As avaliações efetuadas pelo Sistema de Controle Interno do Poder Executivo Federal são feitas com base em indicativos e indicadores, os quais podem aferir diversos atributos, tais como a economicidade, que expressa a melhor relação possível entre benefícios e custos.",Certo,"www.tecconcursos.com.br/questoes/1506619"
402,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base na Instrução Normativa n.º 1/2001, que define diretrizes, princípios e conceitos e aprova normas técnicas para a atuação do Sistema de Controle Interno do Poder Executivo Federal, julgue o item a seguir. Considerando-se a tabela abaixo, que apresenta dados relativos a um curso em dois períodos sucessivos, e desconsiderando-se outros fatores, como o número de alunos matriculados, o padrão de qualidade do ensino e a inserção profissional dos formados, é correto afirmar que a instituição responsável pelo curso melhorou os resultados apresentados, do período 1 para o período 2, do ponto de vista estrito da eficiência e da eficácia.",Certo,"www.tecconcursos.com.br/questoes/1506620"
403,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, a respeito dos papéis de trabalho do Sistema de Controle Interno do Poder Executivo federal. Para fins de registro, o material obsoleto ou substituído deve ser removido e arquivado à parte, em uma pasta permanente separada.",Certo,"www.tecconcursos.com.br/questoes/1547057"
404,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação ao exercício do controle na administração pública, julgue o item subsequente. Caso um agente público cometa grave infração que provoque prejuízo à União, o órgão central do sistema de controle interno do Poder Executivo federal poderá aplicar a esse agente multa de até cem por cento do valor atualizado do dano causado ao erário.",Errado,"www.tecconcursos.com.br/questoes/75504"
405,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação ao exercício do controle na administração pública, julgue o item subsequente. As gerências regionais de controle interno existentes nos diversos estados brasileiros não integram a estrutura dos órgãos setoriais de controle interno.",Certo,"www.tecconcursos.com.br/questoes/75507"
406,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base nas normas de controle interno do Poder Executivo federal, julgue o item seguinte. Classifica-se como indireta e simplificada a auditoria executada em órgãos públicos pelas denominadas empresas de auditoria externa, contratadas quando o deslocamento de servidores em exercício no órgão central é considerado inviável.",Errado,"www.tecconcursos.com.br/questoes/88916"
407,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, relativo à auditoria. O objetivo da auditoria de gestão é evidenciar as melhorias e as economias feitas no processo de gerenciamento, a fim de que seja evitado o surgimento de obstáculos ao cumprimento das atividades da instituição.",Errado,"www.tecconcursos.com.br/questoes/143820"
408,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito de métodos, técnicas, procedimentos e instrumentos de controle, julgue o item que se segue. Denomina-se corte de operações ou cut off a técnica de auditoria representada pelo corte interrupto das operações ou transações, para a apuração da dinâmica de um procedimento de forma seccionada.",Certo,"www.tecconcursos.com.br/questoes/143824"
409,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito de métodos, técnicas, procedimentos e instrumentos de controle, julgue o item que se segue. Denomina-se indagação escrita ou oral a técnica de auditoria por meio da qual a verificação é realizada junto a fontes externas ao auditado.",Errado,"www.tecconcursos.com.br/questoes/143827"
410,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito de métodos, técnicas, procedimentos e instrumentos de controle, julgue o item que se segue. A autorização, a execução, o controle e a contabilização das compras governamentais devem ser realizados preferencialmente por um mesmo setor, com o objetivo de aprimorar os resultados do controle interno da entidade.",Errado,"www.tecconcursos.com.br/questoes/143828"
411,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação à estrutura e ao funcionamento do controle na administração pública, julgue o item seguinte. A auditoria coordenada pelo sistema de controle interno do Poder Executivo federal e, de forma auxiliar, pelos órgãos e(ou) instituições públicas ou privadas é classificada, quanto à forma de execução, como indireta e compartilhada.",Certo,"www.tecconcursos.com.br/questoes/143836"
412,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação à estrutura e ao funcionamento do controle na administração pública, julgue o item seguinte. A Secretaria Federal de Controle, órgão central do sistema de controle interno do Poder Executivo federal, abrange, em sua área de atuação, todos os órgãos do Poder Executivo federal, realizando auditorias e fiscalizações.",Errado,"www.tecconcursos.com.br/questoes/143837"
413,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação a diretrizes, princípios, conceitos e normas técnicas para a atuação do sistema de controle interno, julgue o item que se segue. A criticidade é uma das variáveis básicas utilizadas em todas as fases do processo de planificação dos trabalhos de controle, caracterizada como um aspecto de vulnerabilidade, de risco. A criticidade pode ser exemplificada pelo fato de que a maior parte dos serviços de responsabilidade de determinada administração está sendo contratada com fundações de direito privado, que não estão sendo fiscalizadas pelo Ministério Público.",Certo,"www.tecconcursos.com.br/questoes/1298229"
414,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação a diretrizes, princípios, conceitos e normas técnicas para a atuação do sistema de controle interno, julgue o item que se segue. Técnica de auditoria é o conjunto de processos e ferramentas operacionais de que se serve o controle para a obtenção de evidências. Por exemplo, o rastreamento é uma técnica que permite acompanhar a movimentação de uma pessoa investigada para denunciá-la no momento oportuno.",Errado,"www.tecconcursos.com.br/questoes/1298231"
415,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação a diretrizes, princípios, conceitos e normas técnicas para a atuação do sistema de controle interno, julgue o item que se segue. A contratação de uma empresa privada de auditoria para a apuração de possível irregularidade no âmbito de determinada unidade administrativa caracteriza uma forma de fiscalização denominada compartilhada, em que a responsabilidade pela execução do serviço é assumida conjuntamente pela administração e pela contratada.",Errado,"www.tecconcursos.com.br/questoes/1298235"
416,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca dos tipos de auditoria, julgue o item seguinte. A auditoria de avaliação da gestão objetiva, além de emitir opinião sobre a regularidade das contas, verificar a execução de contratos, acordos, convênios ou ajustes e a probidade na aplicação do dinheiro público e na guarda ou administração de valores e outros bens da União ou a ela confiados.",Certo,"www.tecconcursos.com.br/questoes/48462"
417,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com referência às evidências, à comunicação e ao monitoramento dos resultados do trabalho de auditoria, julgue o item que se segue. No âmbito do sistema de controle interno do Poder Executivo, se o órgão auditado for beneficiário de recursos externos e não fornecer elementos comprobatórios suficientes e adequados que permitam ao auditor formar opinião sobre a regularidade de sua utilização, o exame das contas ficará sobrestado por prazo indeterminado, com emissão de certificado de irregularidade pelo sistema de controle  interno.",Errado,"www.tecconcursos.com.br/questoes/48559"
418,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base nos conceitos e na legislação atinentes à auditoria, julgue o item a seguir. A auditoria de prestação de contas realizada pela Controladoria Geral da União (CGU), na sua função de apoiar o controle externo, verifica as informações prestadas pelos administradores e responsáveis e analisa os atos e fatos da gestão, o que é fator determinante para o julgamento das contas pelo Tribunal de Contas da União (TCU).",Errado,"www.tecconcursos.com.br/questoes/65986"
419,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com referência à auditoria no setor público federal, julgue o próximo item. O grau de intensidade da supervisão a ser exercida sobre a equipe que executa o trabalho de auditoria deve ser proporcional ao conhecimento e à capacidade profissional de seus membros e ao alcance de prováveis impropriedades ou irregularidades das quais há indícios de ocorrer.",Certo,"www.tecconcursos.com.br/questoes/65990"
420,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com referência à auditoria no setor público federal, julgue o próximo item. Considere que, para efeito de prestação de contas dos projetos financiados com recursos externos, cabe ao órgão executor a responsabilidade pelo preenchimento dos demonstrativos exigidos nos respectivos acordos de empréstimos ou doações. Nesse contexto, cabe à Secretaria do Tesouro Nacional (STN) efetuar a revisão e proceder às devidas alterações nas prestações de contas recebidas.",Errado,"www.tecconcursos.com.br/questoes/65991"
421,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, referente aos diversos aspectos do trabalho de auditoria no setor público. Os indicadores de gestão são informações obtidas com terceiros, para a aplicação de fórmulas que fornecem indícios de eficiência, legalidade e economicidade da condução das operações da entidade auditada.",Certo,"www.tecconcursos.com.br/questoes/108698"
422,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, referente aos diversos aspectos do trabalho de auditoria no setor público. A finalidade básica da auditoria é encontrar erros e fraudes nos demonstrativos contábeis examinados.",Errado,"www.tecconcursos.com.br/questoes/108705"
